city,date,rate,state
Chennai,19-11-2019,77.07,Tamil Nadu
Chennai,22-11-2019,77.23,Tamil Nadu
Chennai,23-11-2019,77.32,Tamil Nadu
Chennai,24-11-2019,77.43,Tamil Nadu
Chennai,25-11-2019,77.56,Tamil Nadu
Chennai,26-11-2019,77.66,Tamil Nadu
Chennai,29-11-2019,77.71,Tamil Nadu
Chennai,30-11-2019,77.763,Tamil Nadu
Chennai,01-12-2019,77.89,Tamil Nadu
Chennai,07-12-2019,77.8,Tamil Nadu
Chennai,08-12-2019,77.89,Tamil Nadu
Chennai,09-12-2019,77.94,Tamil Nadu
Chennai,10-12-2019,77.95,Tamil Nadu
Chennai,12-12-2019,77.9,Tamil Nadu
Chennai,13-12-2019,77.84,Tamil Nadu
Chennai,14-12-2019,77.79,Tamil Nadu
Chennai,15-12-2019,77.68,Tamil Nadu
Chennai,16-12-2019,77.63,Tamil Nadu
Chennai,17-12-2019,77.58,Tamil Nadu
Chennai,19-12-2019,77.56,Tamil Nadu
Chennai,26-12-2019,77.62,Tamil Nadu
Chennai,27-12-2019,77.68,Tamil Nadu
Chennai,29-12-2019,77.83,Tamil Nadu
Chennai,30-12-2019,78,Tamil Nadu
Chennai,31-12-2019,78.1,Tamil Nadu
Chennai,02-01-2020,78.24,Tamil Nadu
Chennai,03-01-2020,78.34,Tamil Nadu
Chennai,04-01-2020,78.44,Tamil Nadu
Chennai,05-01-2020,78.54,Tamil Nadu
Chennai,06-01-2020,78.7,Tamil Nadu
Chennai,07-01-2020,78.85,Tamil Nadu
Chennai,08-01-2020,78.75,Tamil Nadu
Chennai,09-01-2020,78.83,Tamil Nadu
Chennai,10-01-2020,78.98,Tamil Nadu
Chennai,11-01-2020,79.04,Tamil Nadu
Chennai,12-01-2020,78.94,Tamil Nadu
Chennai,13-01-2020,78.82,Tamil Nadu
Chennai,14-01-2020,78.72,Tamil Nadu
Chennai,16-01-2020,78.55,Tamil Nadu
Chennai,17-01-2020,78.41,Tamil Nadu
Chennai,18-01-2020,78.25,Tamil Nadu
Chennai,19-01-2020,78.07,Tamil Nadu
Chennai,20-01-2020,77.95,Tamil Nadu
Chennai,21-01-2020,77.79,Tamil Nadu
Chennai,22-01-2020,77.79,Tamil Nadu
Chennai,23-01-2020,77.61,Tamil Nadu
Chennai,24-01-2020,77.39,Tamil Nadu
Chennai,25-01-2020,77.14,Tamil Nadu
Chennai,26-01-2020,76.84,Tamil Nadu
Chennai,27-01-2020,76.62,Tamil Nadu
Chennai,28-01-2020,76.5,Tamil Nadu
Chennai,29-01-2020,76.5,Tamil Nadu
Chennai,30-01-2020,76.26,Tamil Nadu
Chennai,31-01-2020,76.15,Tamil Nadu
Chennai,01-02-2020,76.01,Tamil Nadu
Chennai,02-02-2020,75.91,Tamil Nadu
Chennai,03-02-2020,75.85,Tamil Nadu
Chennai,04-02-2020,75.8,Tamil Nadu
Chennai,05-02-2020,75.8,Tamil Nadu
Chennai,06-02-2020,75.69,Tamil Nadu
Chennai,07-02-2020,75.47,Tamil Nadu
Chennai,08-02-2020,75.23,Tamil Nadu
Chennai,09-02-2020,75,Tamil Nadu
Chennai,10-02-2020,74.86,Tamil Nadu
Chennai,11-02-2020,74.69,Tamil Nadu
Chennai,12-02-2020,74.69,Tamil Nadu
Chennai,13-02-2020,74.69,Tamil Nadu
Chennai,14-02-2020,74.69,Tamil Nadu
Chennai,15-02-2020,74.69,Tamil Nadu
Chennai,17-02-2020,74.69,Tamil Nadu
Chennai,18-02-2020,74.64,Tamil Nadu
Chennai,19-02-2020,74.64,Tamil Nadu
Chennai,20-02-2020,74.64,Tamil Nadu
Chennai,21-02-2020,74.64,Tamil Nadu
Chennai,24-02-2020,74.77,Tamil Nadu
Chennai,25-02-2020,74.77,Tamil Nadu
Chennai,26-02-2020,74.77,Tamil Nadu
Chennai,27-02-2020,74.71,Tamil Nadu
Chennai,28-02-2020,74.71,Tamil Nadu
Chennai,29-02-2020,74.64,Tamil Nadu
Chennai,01-03-2020,74.49,Tamil Nadu
Chennai,02-03-2020,74.26,Tamil Nadu
Chennai,03-03-2020,74.21,Tamil Nadu
Chennai,04-03-2020,74.21,Tamil Nadu
Chennai,05-03-2020,74.05,Tamil Nadu
Chennai,06-03-2020,73.89,Tamil Nadu
Chennai,07-03-2020,73.76,Tamil Nadu
Chennai,08-03-2020,73.56,Tamil Nadu
Chennai,09-03-2020,73.31,Tamil Nadu
Chennai,10-03-2020,73.01,Tamil Nadu
Chennai,11-03-2020,73.01,Tamil Nadu
Chennai,12-03-2020,72.84,Tamil Nadu
Chennai,13-03-2020,72.69,Tamil Nadu
Chennai,14-03-2020,72.56,Tamil Nadu
Chennai,15-03-2020,72.43,Tamil Nadu
Chennai,16-03-2020,72.26,Tamil Nadu
Chennai,17-03-2020,72.26,Tamil Nadu
Chennai,18-03-2020,72.26,Tamil Nadu
Chennai,19-03-2020,72.26,Tamil Nadu
Chennai,20-03-2020,72.26,Tamil Nadu
Chennai,21-03-2020,72.26,Tamil Nadu
Chennai,22-03-2020,72.26,Tamil Nadu
Chennai,23-03-2020,72.26,Tamil Nadu
Chennai,24-03-2020,72.26,Tamil Nadu
Chennai,25-03-2020,72.26,Tamil Nadu
Chennai,26-03-2020,72.26,Tamil Nadu
Chennai,27-03-2020,72.26,Tamil Nadu
Chennai,28-03-2020,72.26,Tamil Nadu
Chennai,29-03-2020,72.26,Tamil Nadu
Chennai,30-03-2020,72.26,Tamil Nadu
Chennai,31-03-2020,72.26,Tamil Nadu
Chennai,01-04-2020,72.26,Tamil Nadu
Chennai,02-04-2020,72.26,Tamil Nadu
Chennai,03-04-2020,72.26,Tamil Nadu
Chennai,04-04-2020,72.26,Tamil Nadu
Chennai,05-04-2020,72.26,Tamil Nadu
Chennai,06-04-2020,72.26,Tamil Nadu
Chennai,07-04-2020,72.26,Tamil Nadu
Chennai,08-04-2020,72.26,Tamil Nadu
Chennai,09-04-2020,72.26,Tamil Nadu
Chennai,10-04-2020,72.26,Tamil Nadu
Chennai,11-04-2020,72.26,Tamil Nadu
Chennai,12-04-2020,72.26,Tamil Nadu
Chennai,13-04-2020,72.26,Tamil Nadu
Chennai,14-04-2020,72.26,Tamil Nadu
Chennai,15-04-2020,72.26,Tamil Nadu
Chennai,16-04-2020,72.26,Tamil Nadu
Chennai,17-04-2020,72.26,Tamil Nadu
Chennai,18-04-2020,72.26,Tamil Nadu
Chennai,20-04-2020,72.26,Tamil Nadu
Chennai,21-04-2020,72.26,Tamil Nadu
Chennai,22-04-2020,72.26,Tamil Nadu
Chennai,23-04-2020,72.26,Tamil Nadu
Chennai,24-04-2020,72.26,Tamil Nadu
Chennai,25-04-2020,72.26,Tamil Nadu
Chennai,26-04-2020,72.26,Tamil Nadu
Chennai,27-04-2020,72.26,Tamil Nadu
Chennai,28-04-2020,72.26,Tamil Nadu
Chennai,29-04-2020,72.26,Tamil Nadu
Chennai,30-04-2020,72.26,Tamil Nadu
Chennai,01-05-2020,72.26,Tamil Nadu
Chennai,02-05-2020,72.26,Tamil Nadu
Chennai,03-05-2020,72.26,Tamil Nadu
Chennai,04-05-2020,72.26,Tamil Nadu
Chennai,05-05-2020,75.52,Tamil Nadu
Chennai,06-05-2020,75.52,Tamil Nadu
Chennai,07-05-2020,75.52,Tamil Nadu
Chennai,08-05-2020,75.52,Tamil Nadu
Chennai,09-05-2020,75.52,Tamil Nadu
Chennai,10-05-2020,75.52,Tamil Nadu
Chennai,11-05-2020,75.52,Tamil Nadu
Chennai,12-05-2020,75.52,Tamil Nadu
Chennai,13-05-2020,75.52,Tamil Nadu
Chennai,14-05-2020,75.52,Tamil Nadu
Chennai,15-05-2020,75.52,Tamil Nadu
Chennai,16-05-2020,75.52,Tamil Nadu
Chennai,17-05-2020,75.52,Tamil Nadu
Chennai,18-05-2020,75.52,Tamil Nadu
Chennai,19-05-2020,75.52,Tamil Nadu
Chennai,20-05-2020,75.52,Tamil Nadu
Chennai,21-05-2020,75.52,Tamil Nadu
Chennai,22-05-2020,75.52,Tamil Nadu
Chennai,23-05-2020,75.52,Tamil Nadu
Chennai,24-05-2020,75.52,Tamil Nadu
Chennai,25-05-2020,75.52,Tamil Nadu
Chennai,26-05-2020,75.52,Tamil Nadu
Chennai,27-05-2020,75.52,Tamil Nadu
Chennai,28-05-2020,75.52,Tamil Nadu
Chennai,29-05-2020,75.52,Tamil Nadu
Chennai,30-05-2020,75.52,Tamil Nadu
Chennai,31-05-2020,75.52,Tamil Nadu
Chennai,01-06-2020,75.52,Tamil Nadu
Chennai,02-06-2020,75.52,Tamil Nadu
Chennai,03-06-2020,75.52,Tamil Nadu
Chennai,04-06-2020,75.52,Tamil Nadu
Chennai,05-06-2020,75.52,Tamil Nadu
Chennai,06-06-2020,75.52,Tamil Nadu
Chennai,07-06-2020,76.12,Tamil Nadu
Chennai,08-06-2020,76.72,Tamil Nadu
Chennai,09-06-2020,77.26,Tamil Nadu
Chennai,10-06-2020,77.66,Tamil Nadu
Chennai,11-06-2020,78.26,Tamil Nadu
Chennai,12-06-2020,78.86,Tamil Nadu
Chennai,13-06-2020,79.46,Tamil Nadu
Chennai,14-06-2020,80.06,Tamil Nadu
Chennai,15-06-2020,79.94,Tamil Nadu
Chennai,16-06-2020,80.35,Tamil Nadu
Chennai,17-06-2020,80.84,Tamil Nadu
Chennai,18-06-2020,81.31,Tamil Nadu
Chennai,19-06-2020,81.8,Tamil Nadu
Chennai,20-06-2020,82.25,Tamil Nadu
Chennai,21-06-2020,82.56,Tamil Nadu
Chennai,22-06-2020,82.85,Tamil Nadu
Chennai,23-06-2020,83.02,Tamil Nadu
Chennai,24-06-2020,83.02,Tamil Nadu
Chennai,25-06-2020,83.16,Tamil Nadu
Chennai,26-06-2020,83.35,Tamil Nadu
Chennai,27-06-2020,83.57,Tamil Nadu
Chennai,28-06-2020,83.57,Tamil Nadu
Chennai,29-06-2020,83.62,Tamil Nadu
Chennai,30-06-2020,83.62,Tamil Nadu
Chennai,01-07-2020,83.62,Tamil Nadu
Chennai,02-07-2020,83.62,Tamil Nadu
Chennai,03-07-2020,83.62,Tamil Nadu
Chennai,04-07-2020,83.62,Tamil Nadu
Chennai,05-07-2020,83.62,Tamil Nadu
Chennai,06-07-2020,83.62,Tamil Nadu
Chennai,07-07-2020,83.62,Tamil Nadu
Chennai,08-07-2020,83.62,Tamil Nadu
Chennai,09-07-2020,83.62,Tamil Nadu
Chennai,10-07-2020,83.62,Tamil Nadu
Chennai,11-07-2020,83.62,Tamil Nadu
Chennai,12-07-2020,83.62,Tamil Nadu
Chennai,13-07-2020,83.62,Tamil Nadu
Chennai,15-07-2020,83.62,Tamil Nadu
Chennai,16-07-2020,83.62,Tamil Nadu
Chennai,17-07-2020,83.62,Tamil Nadu
Chennai,18-07-2020,83.62,Tamil Nadu
Chennai,19-07-2020,83.62,Tamil Nadu
Chennai,20-07-2020,83.62,Tamil Nadu
Chennai,21-07-2020,83.62,Tamil Nadu
Chennai,22-07-2020,83.62,Tamil Nadu
Chennai,23-07-2020,83.62,Tamil Nadu
Chennai,24-07-2020,83.62,Tamil Nadu
Chennai,25-07-2020,83.62,Tamil Nadu
Chennai,26-07-2020,83.62,Tamil Nadu
Chennai,27-07-2020,83.62,Tamil Nadu
Chennai,28-07-2020,83.62,Tamil Nadu
Chennai,29-07-2020,83.62,Tamil Nadu
Chennai,30-07-2020,83.62,Tamil Nadu
Chennai,31-07-2020,83.62,Tamil Nadu
Chennai,01-08-2020,83.62,Tamil Nadu
Chennai,02-08-2020,83.62,Tamil Nadu
Chennai,03-08-2020,83.62,Tamil Nadu
Chennai,04-08-2020,83.62,Tamil Nadu
Chennai,05-08-2020,83.62,Tamil Nadu
Chennai,06-08-2020,83.62,Tamil Nadu
Chennai,07-08-2020,83.62,Tamil Nadu
Chennai,08-08-2020,83.62,Tamil Nadu
Chennai,09-08-2020,83.62,Tamil Nadu
Chennai,10-08-2020,83.62,Tamil Nadu
Chennai,11-08-2020,83.62,Tamil Nadu
Chennai,12-08-2020,83.62,Tamil Nadu
Chennai,13-08-2020,83.62,Tamil Nadu
Chennai,14-08-2020,83.62,Tamil Nadu
Chennai,15-08-2020,83.62,Tamil Nadu
Chennai,16-08-2020,83.77,Tamil Nadu
Chennai,17-08-2020,83.91,Tamil Nadu
Chennai,18-08-2020,84.05,Tamil Nadu
Chennai,19-08-2020,84.05,Tamil Nadu
Chennai,20-08-2020,84.14,Tamil Nadu
Chennai,21-08-2020,84.31,Tamil Nadu
Chennai,22-08-2020,84.45,Tamil Nadu
Chennai,23-08-2020,84.57,Tamil Nadu
Chennai,24-08-2020,84.69,Tamil Nadu
Chennai,25-08-2020,84.78,Tamil Nadu
Chennai,26-08-2020,84.78,Tamil Nadu
Chennai,27-08-2020,84.87,Tamil Nadu
Chennai,28-08-2020,84.96,Tamil Nadu
Chennai,29-08-2020,84.96,Tamil Nadu
Chennai,30-08-2020,85.05,Tamil Nadu
Chennai,31-08-2020,85.05,Tamil Nadu
Chennai,01-09-2020,85.09,Tamil Nadu
Chennai,02-09-2020,85.09,Tamil Nadu
Chennai,03-09-2020,85.09,Tamil Nadu
Chennai,04-09-2020,85.09,Tamil Nadu
Chennai,05-09-2020,85.09,Tamil Nadu
Chennai,06-09-2020,85.09,Tamil Nadu
Chennai,07-09-2020,85.09,Tamil Nadu
Chennai,08-09-2020,85.09,Tamil Nadu
Chennai,09-09-2020,85.09,Tamil Nadu
Chennai,10-09-2020,85.01,Tamil Nadu
Chennai,11-09-2020,85.01,Tamil Nadu
Chennai,12-09-2020,84.9,Tamil Nadu
Chennai,13-09-2020,84.9,Tamil Nadu
Chennai,14-09-2020,84.78,Tamil Nadu
Chennai,15-09-2020,84.63,Tamil Nadu
Chennai,16-09-2020,84.63,Tamil Nadu
Chennai,17-09-2020,84.49,Tamil Nadu
Chennai,18-09-2020,84.26,Tamil Nadu
Chennai,19-09-2020,84.26,Tamil Nadu
Chennai,20-09-2020,84.26,Tamil Nadu
Chennai,21-09-2020,84.26,Tamil Nadu
Chennai,22-09-2020,84.19,Tamil Nadu
Chennai,23-09-2020,84.19,Tamil Nadu
Chennai,24-09-2020,84.19,Tamil Nadu
Chennai,25-09-2020,84.19,Tamil Nadu
Chennai,26-09-2020,84.19,Tamil Nadu
Chennai,27-09-2020,84.19,Tamil Nadu
Chennai,28-09-2020,84.19,Tamil Nadu
Chennai,29-09-2020,84.19,Tamil Nadu
Chennai,30-09-2020,84.19,Tamil Nadu
Chennai,01-10-2020,84.19,Tamil Nadu
Chennai,02-10-2020,84.19,Tamil Nadu
Chennai,03-10-2020,84.19,Tamil Nadu
Chennai,04-10-2020,84.19,Tamil Nadu
Chennai,05-10-2020,84.19,Tamil Nadu
Chennai,06-10-2020,84.19,Tamil Nadu
Chennai,07-10-2020,84.19,Tamil Nadu
Chennai,08-10-2020,84.19,Tamil Nadu
Chennai,09-10-2020,84.19,Tamil Nadu
Chennai,10-10-2020,84.19,Tamil Nadu
Chennai,11-10-2020,84.19,Tamil Nadu
Chennai,12-10-2020,84.19,Tamil Nadu
Chennai,13-10-2020,84.19,Tamil Nadu
Chennai,14-10-2020,84.19,Tamil Nadu
Chennai,15-10-2020,84.19,Tamil Nadu
Chennai,16-10-2020,84.19,Tamil Nadu
Chennai,17-10-2020,84.19,Tamil Nadu
Chennai,18-10-2020,84.19,Tamil Nadu
Chennai,19-10-2020,84.19,Tamil Nadu
Chennai,20-10-2020,84.19,Tamil Nadu
Chennai,21-10-2020,84.19,Tamil Nadu
Chennai,22-10-2020,84.19,Tamil Nadu
Chennai,23-10-2020,84.19,Tamil Nadu
Chennai,24-10-2020,84.19,Tamil Nadu
Chennai,25-10-2020,84.19,Tamil Nadu
Chennai,26-10-2020,84.19,Tamil Nadu
Chennai,27-10-2020,84.19,Tamil Nadu
Chennai,28-10-2020,84.19,Tamil Nadu
Chennai,29-10-2020,84.19,Tamil Nadu
Chennai,30-10-2020,84.19,Tamil Nadu
Chennai,31-10-2020,84.19,Tamil Nadu
Chennai,01-11-2020,84.19,Tamil Nadu
Chennai,02-11-2020,84.19,Tamil Nadu
Chennai,03-11-2020,84.19,Tamil Nadu
Chennai,04-11-2020,84.19,Tamil Nadu
Chennai,05-11-2020,84.19,Tamil Nadu
Chennai,06-11-2020,84.19,Tamil Nadu
Chennai,07-11-2020,84.19,Tamil Nadu
Chennai,08-11-2020,84.19,Tamil Nadu
Chennai,09-11-2020,84.19,Tamil Nadu
Chennai,10-11-2020,84.19,Tamil Nadu
Chennai,11-11-2020,84.19,Tamil Nadu
Chennai,12-11-2020,84.19,Tamil Nadu
Chennai,13-11-2020,84.19,Tamil Nadu
Chennai,14-11-2020,84.19,Tamil Nadu
Chennai,15-11-2020,84.19,Tamil Nadu
Chennai,16-11-2020,84.19,Tamil Nadu
Chennai,17-11-2020,84.19,Tamil Nadu
Chennai,18-11-2020,84.19,Tamil Nadu
Chennai,19-11-2020,84.19,Tamil Nadu
Chennai,20-11-2020,84.33,Tamil Nadu
Chennai,21-11-2020,84.45,Tamil Nadu
Chennai,22-11-2020,84.49,Tamil Nadu
Chennai,23-11-2020,84.56,Tamil Nadu
Chennai,24-11-2020,84.61,Tamil Nadu
Chennai,25-11-2020,84.61,Tamil Nadu
Chennai,26-11-2020,84.71,Tamil Nadu
Chennai,27-11-2020,84.87,Tamil Nadu
Chennai,28-11-2020,85.08,Tamil Nadu
Chennai,29-11-2020,85.27,Tamil Nadu
Chennai,30-11-2020,85.27,Tamil Nadu
Chennai,01-12-2020,85.27,Tamil Nadu
Chennai,02-12-2020,85.4,Tamil Nadu
Chennai,03-12-2020,85.55,Tamil Nadu
Chennai,04-12-2020,85.73,Tamil Nadu
Chennai,05-12-2020,85.97,Tamil Nadu
Chennai,06-12-2020,86.21,Tamil Nadu
Chennai,07-12-2020,86.48,Tamil Nadu
Chennai,08-12-2020,86.48,Tamil Nadu
Chennai,09-12-2020,86.48,Tamil Nadu
Chennai,10-12-2020,86.48,Tamil Nadu
Chennai,11-12-2020,86.48,Tamil Nadu
Chennai,12-12-2020,86.48,Tamil Nadu
Chennai,13-12-2020,86.48,Tamil Nadu
Chennai,14-12-2020,86.48,Tamil Nadu
Chennai,15-12-2020,86.48,Tamil Nadu
Chennai,16-12-2020,86.48,Tamil Nadu
Chennai,17-12-2020,86.48,Tamil Nadu
Chennai,18-12-2020,86.48,Tamil Nadu
Chennai,19-12-2020,86.48,Tamil Nadu
Chennai,20-12-2020,86.48,Tamil Nadu
Chennai,21-12-2020,86.48,Tamil Nadu
Chennai,22-12-2020,86.48,Tamil Nadu
Chennai,23-12-2020,86.48,Tamil Nadu
Chennai,24-12-2020,86.48,Tamil Nadu
Chennai,25-12-2020,86.48,Tamil Nadu
Chennai,26-12-2020,86.48,Tamil Nadu
Chennai,27-12-2020,86.48,Tamil Nadu
Chennai,28-12-2020,86.48,Tamil Nadu
Chennai,29-12-2020,86.48,Tamil Nadu
Chennai,30-12-2020,86.48,Tamil Nadu
Chennai,31-12-2020,86.48,Tamil Nadu
Mumbai,01-10-2002,34.42,Maharashtra
Mumbai,17-10-2002,34.95,Maharashtra
Mumbai,01-11-2002,34.98,Maharashtra
Mumbai,16-11-2002,34.23,Maharashtra
Mumbai,01-12-2002,33.63,Maharashtra
Mumbai,03-01-2003,34.73,Maharashtra
Mumbai,16-01-2003,35.18,Maharashtra
Mumbai,01-02-2003,35.58,Maharashtra
Mumbai,01-03-2003,37.08,Maharashtra
Mumbai,16-03-2003,38.59,Maharashtra
Mumbai,01-04-2003,35.25,Maharashtra
Mumbai,16-04-2003,37.25,Maharashtra
Mumbai,26-04-2003,36.43,Maharashtra
Mumbai,16-05-2003,35.25,Maharashtra
Mumbai,01-06-2003,35.14,Maharashtra
Mumbai,31-08-2003,37.42,Maharashtra
Mumbai,16-10-2003,36.66,Maharashtra
Mumbai,12-12-2003,37.74,Maharashtra
Mumbai,31-12-2003,38.83,Maharashtra
Mumbai,15-06-2004,40.96,Maharashtra
Mumbai,31-07-2004,42.15,Maharashtra
Mumbai,04-11-2004,44.49,Maharashtra
Mumbai,15-11-2004,43.23,Maharashtra
Mumbai,20-06-2005,45.93,Maharashtra
Mumbai,06-09-2005,49.16,Maharashtra
Mumbai,05-06-2006,53.5,Maharashtra
Mumbai,20-06-2006,52.71,Maharashtra
Mumbai,30-11-2006,50.58,Maharashtra
Mumbai,16-02-2007,48.45,Maharashtra
Mumbai,01-03-2007,48.41,Maharashtra
Mumbai,16-05-2007,48.38,Maharashtra
Mumbai,15-02-2008,50.51,Maharashtra
Mumbai,24-05-2008,50.54,Maharashtra
Mumbai,06-06-2008,55.88,Maharashtra
Mumbai,16-07-2008,55.04,Maharashtra
Mumbai,06-12-2008,49.8,Maharashtra
Mumbai,29-01-2009,44.55,Maharashtra
Mumbai,02-07-2009,48.76,Maharashtra
Mumbai,27-02-2010,51.68,Maharashtra
Mumbai,01-04-2010,52.2,Maharashtra
Mumbai,26-06-2010,55.88,Maharashtra
Mumbai,08-09-2010,55.97,Maharashtra
Mumbai,21-09-2010,56.25,Maharashtra
Mumbai,17-10-2010,57.01,Maharashtra
Mumbai,09-11-2010,57.35,Maharashtra
Mumbai,16-12-2010,60.46,Maharashtra
Mumbai,16-01-2011,63.08,Maharashtra
Mumbai,15-05-2011,68.33,Maharashtra
Mumbai,01-07-2011,68.62,Maharashtra
Mumbai,16-09-2011,71.92,Maharashtra
Mumbai,04-11-2011,73.81,Maharashtra
Mumbai,16-11-2011,71.47,Maharashtra
Mumbai,01-12-2011,70.65,Maharashtra
Mumbai,01-04-2012,70.66,Maharashtra
Mumbai,24-05-2012,78.57,Maharashtra
Mumbai,03-06-2012,76.45,Maharashtra
Mumbai,29-06-2012,73.35,Maharashtra
Mumbai,24-07-2012,74.23,Maharashtra
Mumbai,25-07-2012,75.14,Maharashtra
Mumbai,09-10-2012,74.43,Maharashtra
Mumbai,27-10-2012,74.73,Maharashtra
Mumbai,16-11-2012,73.53,Maharashtra
Mumbai,01-01-2013,74.32,Maharashtra
Mumbai,18-01-2013,74,Maharashtra
Mumbai,16-02-2013,75.89,Maharashtra
Mumbai,02-03-2013,77.66,Maharashtra
Mumbai,16-03-2013,75.14,Maharashtra
Mumbai,02-04-2013,74.14,Maharashtra
Mumbai,16-04-2013,72.88,Maharashtra
Mumbai,01-05-2013,69.73,Maharashtra
Mumbai,23-05-2013,71.13,Maharashtra
Mumbai,01-06-2013,72.08,Maharashtra
Mumbai,16-06-2013,74.6,Maharashtra
Mumbai,29-06-2013,76.9,Maharashtra
Mumbai,15-07-2013,77.73,Maharashtra
Mumbai,01-08-2013,78.61,Maharashtra
Mumbai,01-09-2013,81.57,Maharashtra
Mumbai,14-09-2013,83.62,Maharashtra
Mumbai,01-10-2013,79.49,Maharashtra
Mumbai,01-11-2013,78.04,Maharashtra
Mumbai,21-12-2013,78.56,Maharashtra
Mumbai,04-01-2014,81.31,Maharashtra
Mumbai,01-03-2014,82.07,Maharashtra
Mumbai,01-04-2014,80.89,Maharashtra
Mumbai,16-04-2014,80,Maharashtra
Mumbai,07-06-2014,80.11,Maharashtra
Mumbai,25-06-2014,80.16,Maharashtra
Mumbai,01-07-2014,81.75,Maharashtra
Mumbai,01-08-2014,80.6,Maharashtra
Mumbai,15-08-2014,78.32,Maharashtra
Mumbai,31-08-2014,76.41,Maharashtra
Mumbai,01-10-2014,75.73,Maharashtra
Mumbai,15-10-2014,74.46,Maharashtra
Mumbai,01-11-2014,71.91,Maharashtra
Mumbai,01-12-2014,70.95,Maharashtra
Mumbai,16-12-2014,68.86,Maharashtra
Mumbai,17-01-2015,66.36,Maharashtra
Mumbai,04-02-2015,63.9,Maharashtra
Mumbai,16-02-2015,64.81,Maharashtra
Mumbai,01-03-2015,68.14,Maharashtra
Mumbai,02-04-2015,67.53,Maharashtra
Mumbai,15-04-2015,66.69,Maharashtra
Mumbai,01-05-2015,70.84,Maharashtra
Mumbai,16-05-2015,74.12,Maharashtra
Mumbai,16-06-2015,74.78,Maharashtra
Mumbai,01-07-2015,74.52,Maharashtra
Mumbai,15-07-2015,71.97,Maharashtra
Mumbai,01-08-2015,69.51,Maharashtra
Mumbai,15-08-2015,68.24,Maharashtra
Mumbai,01-09-2015,66.23,Maharashtra
Mumbai,01-10-2015,68.25,Maharashtra
Mumbai,01-11-2015,67.77,Maharashtra
Mumbai,16-11-2015,68.13,Maharashtra
Mumbai,01-12-2015,67.55,Maharashtra
Mumbai,16-12-2015,67.04,Maharashtra
Mumbai,01-01-2016,66.4,Maharashtra
Mumbai,16-01-2016,66.09,Maharashtra
Mumbai,01-02-2016,66.05,Maharashtra
Mumbai,17-02-2016,65.73,Maharashtra
Mumbai,01-03-2016,62.75,Maharashtra
Mumbai,17-03-2016,65.79,Maharashtra
Mumbai,05-04-2016,67.96,Maharashtra
Mumbai,09-04-2016,66.39,Maharashtra
Mumbai,16-04-2016,65.63,Maharashtra
Mumbai,01-05-2016,66.71,Maharashtra
Mumbai,17-05-2016,66.12,Maharashtra
Mumbai,01-06-2016,70.18,Maharashtra
Mumbai,16-06-2016,70.23,Maharashtra
Mumbai,01-07-2016,69.32,Maharashtra
Mumbai,15-07-2016,67.1,Maharashtra
Mumbai,01-08-2016,65.69,Maharashtra
Mumbai,15-08-2016,65.03,Maharashtra
Mumbai,01-09-2016,68.38,Maharashtra
Mumbai,15-09-2016,69.13,Maharashtra
Mumbai,01-10-2016,71.01,Maharashtra
Mumbai,05-10-2016,71.13,Maharashtra
Mumbai,15-10-2016,72.84,Maharashtra
Mumbai,06-11-2016,74,Maharashtra
Mumbai,16-11-2016,72.45,Maharashtra
Mumbai,01-12-2016,72.62,Maharashtra
Mumbai,17-12-2016,75.43,Maharashtra
Mumbai,01-01-2017,77.08,Maharashtra
Mumbai,16-01-2017,77.61,Maharashtra
Mumbai,01-04-2017,72.81,Maharashtra
Mumbai,16-04-2017,74.57,Maharashtra
Mumbai,22-04-2017,77.6,Maharashtra
Mumbai,01-05-2017,77.62,Maharashtra
Mumbai,16-05-2017,74.89,Maharashtra
Mumbai,01-06-2017,78.49,Maharashtra
Mumbai,16-06-2017,76.75,Maharashtra
Mumbai,19-06-2017,75.93,Maharashtra
Mumbai,20-06-2017,75.78,Maharashtra
Mumbai,21-06-2017,75.83,Maharashtra
Mumbai,22-06-2017,75.68,Maharashtra
Mumbai,23-06-2017,75.46,Maharashtra
Mumbai,26-06-2017,74.84,Maharashtra
Mumbai,27-06-2017,74.71,Maharashtra
Mumbai,28-06-2017,74.75,Maharashtra
Mumbai,29-06-2017,74.71,Maharashtra
Mumbai,30-06-2017,74.6,Maharashtra
Mumbai,03-07-2017,74.39,Maharashtra
Mumbai,04-07-2017,74.3,Maharashtra
Mumbai,05-07-2017,74.34,Maharashtra
Mumbai,06-07-2017,74.41,Maharashtra
Mumbai,07-07-2017,74.54,Maharashtra
Mumbai,10-07-2017,75.08,Maharashtra
Mumbai,11-07-2017,73.27,Maharashtra
Mumbai,12-07-2017,73.31,Maharashtra
Mumbai,13-07-2017,73.25,Maharashtra
Mumbai,14-07-2017,73.23,Maharashtra
Mumbai,17-07-2017,73.53,Maharashtra
Mumbai,18-07-2017,73.54,Maharashtra
Mumbai,19-07-2017,73.59,Maharashtra
Mumbai,20-07-2017,73.63,Maharashtra
Mumbai,21-07-2017,73.61,Maharashtra
Mumbai,24-07-2017,73.91,Maharashtra
Mumbai,25-07-2017,73.95,Maharashtra
Mumbai,26-07-2017,73.91,Maharashtra
Mumbai,27-07-2017,73.92,Maharashtra
Mumbai,28-07-2017,74.02,Maharashtra
Mumbai,31-07-2017,74.58,Maharashtra
Mumbai,01-08-2017,74.6,Maharashtra
Mumbai,02-08-2017,74.63,Maharashtra
